0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.741849845,0.775684986,0.826106156,0.852206279,0.863599115,0.873353285,0.893847172,0.904109337,0.922255935,0.933130302,0.934585986,0.953052624,0.964269349,0.972061944,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.006238183,0.005182306,0.004034594,0.003383398,0.002941404,0.002516346,0.002159111,0.001744198,0.001524636,0.001355578,0.001188139,0.000879658,0.000606509,0.000449096,,,,,,,,,,,,,,
,,,电压合格率,,,0.436056066,0.486836092,0.541059244,0.605732102,0.63134996,0.662917843,0.68817351,0.721230208,0.746197209,0.765585435,0.788095494,0.830636613,0.862324512,0.885569241,,,,,,,,,,,,,,
,,,系统失负荷量,,,4209.115556,4150.463391,4139.409275,4076.761252,4073.613426,4046.823453,4010.726399,4008.234688,3996.368111,3999.824537,3985.81683,3954.12803,3937.286159,3927.075078,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.247049941,0.24093385,0.236198703,0.18467606,0.211515228,0.190979593,0.163168929,0.176417498,0.15895125,0.125219452,0.09962101,0.080947544,0.09878966,0.076624705,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.410242438,0.418985275,0.428588236,0.440223399,0.4459103,0.453306234,0.457909914,0.465885486,0.471686543,0.475875444,0.481408771,0.491687955,0.501696425,0.509791159,,,,,,,,,,,,,,
,,,配电重载比例,,,0.054543964,0.055656983,0.061145739,0.048893022,0.067682663,0.060253367,0.064725273,0.050449898,0.064175287,0.059350902,0.064864838,0.047424932,0.069999903,0.064391481,,,,,,,,,,,,,,
,,,网损率,,,0.143593557,0.134594299,0.122546597,0.109555222,0.103902912,0.105945913,0.094573176,0.088423834,0.086208846,0.08988929,0.085907583,0.081664562,0.077259539,0.073031146,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.459889452,0.464636323,0.471896932,0.475875893,0.478239259,0.478852736,0.481755177,0.482693355,0.485053192,0.485437537,0.487219976,0.490061509,0.492922625,0.494282462,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.705172273,0.718388012,0.741776268,0.754167864,0.751762872,0.761726838,0.768476394,0.779679996,0.789849463,0.790049709,0.798489794,0.807675933,0.81988177,0.822885619,,,,,,,,,,,,,,
13,投资,网络架构,线路联络率,,,0.168,0.172599,0.181919346,0.188968721,0.209778901,0.217068718,0.2292517,0.233521513,0.245226778,0.269136389,0.274350907,0.294275641,0.296813769,0.311135033,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.5148,0.5477472,0.581807117,0.587413622,0.626983939,0.643057528,0.663109231,0.684750705,0.713012234,0.727272478,0.744264208,0.756172435,0.798105634,0.855786905,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.06555,0.06784425,0.078495797,0.081557133,0.093676523,0.097086349,0.105707617,0.119576456,0.127516333,0.145598149,0.172737643,0.184345613,0.191166401,0.204318649,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.5784,0.616521818,0.627451069,0.6484992,0.674969758,0.677485555,0.723246624,0.75211074,0.805920844,0.819181905,0.870715894,0.88,0.88,0.88,,,,,,,,,,,,,,
,,,自动化率,,,0.2922,0.310133775,0.314010447,0.351456193,0.381329969,0.426088575,0.455595208,0.507248315,0.555373499,0.598831475,0.653474847,0.668668138,0.749159065,0.831941141,,,,,,,,,,,,,,
,,,运行42年以上配电比例,,,0.43574,0.411828768,0.363078537,0.32391144,0.290791495,0.280395699,0.25295197,0.250643783,0.247479406,0.234239257,0.222702974,0.201796732,0.193144697,0.174457948,,,,,,,,,,,,,,
,,,运行42年以上线路比例,,,0.44123,0.398320383,0.371732497,0.368201038,0.328987628,0.302010642,0.276301986,0.246564985,0.235777767,0.217534462,0.217371311,0.194031067,0.177441411,0.160717558,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.44346,0.431204378,0.459428665,0.494470542,0.5,0.5,0.5,0.5,0.5,0.457272727,0.486912314,0.447560946,0.447927132,0.481399505,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.31536,0.296008364,0.288043048,0.310196177,0.312452149,0.340033152,0.346246485,0.335355459,0.350598889,0.337435495,0.309765784,0.317988658,0.341866715,0.346559613,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.00894,0.06,0.07458,0.07842087,0.093948202,0.09484071,0.111248153,0.111275965,0.120956974,0.125734775,0.1424575,0.153497956,0.169615241,0.19764416,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.10612,0.113828171,0.114749144,0.119412132,0.129659864,0.140928485,0.146655306,0.158161082,0.165335844,0.171438239,0.176846337,0.182473265,0.188511472,0.201810099,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.762757762,0.79418893,0.837014538,0.866501115,0.892813841,0.909962873,0.923449042,0.933563639,0.94877679,0.949093374,0.965961489,0.965481479,0.974304305,0.975428277,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.005767753,0.004927125,0.004013512,0.003385353,0.002539938,0.002102742,0.001660296,0.001367256,0.001073443,0.000850859,0.000688433,0.000584637,0.000476018,0.000319626,,,,,,,,,,,,,,
,,,电压合格率,,,0.437859086,0.477952787,0.535875121,0.576298448,0.638542605,0.671083126,0.705681566,0.737184972,0.762488133,0.791287013,0.81879759,0.840837731,0.864881678,0.893907376,,,,,,,,,,,,,,
,,,系统失负荷量,,,4230.690921,4221.042492,4176.955925,4152.989782,4101.358778,4039.109585,4011.796892,3976.226662,3945.516094,3975.316187,3911.736756,3918.754135,3903.69676,3872.305363,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.236622029,0.235282441,0.205779065,0.188492932,0.172402757,0.18747938,0.132241808,0.141214507,0.135874897,0.102282571,0.082886577,0.113690449,0.093510756,0.052862857,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.409979316,0.417116575,0.42848959,0.433468004,0.446966817,0.453090828,0.46104636,0.469001002,0.47531434,0.481631923,0.488390004,0.494349126,0.502645603,0.513269297,,,,,,,,,,,,,,
,,,配电重载比例,,,0.130530274,0.122515055,0.114436841,0.111024325,0.104308265,0.103471262,0.098851085,0.094249075,0.09144468,0.087944341,0.082433273,0.081533376,0.079632232,0.076340098,,,,,,,,,,,,,,
,,,网损率,,,0.136005365,0.122411593,0.115508497,0.108664324,0.096205938,0.093889734,0.093581167,0.086528477,0.080015918,0.07538926,0.078960566,0.072771837,0.074604552,0.071027679,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.457413782,0.460380374,0.46714813,0.472231699,0.478200418,0.482217402,0.485518983,0.487164157,0.488952863,0.489890742,0.491374371,0.491696969,0.493682314,0.496188221,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.725210406,0.740494487,0.756353342,0.768805312,0.781517388,0.790505341,0.792824641,0.805353211,0.814454956,0.81986842,0.8253836,0.820644604,0.825965282,0.829146936,,,,,,,,,,,,,,
14,投资,网络架构,线路联络率,,,0.1605,0.171714938,0.177252744,0.196861329,0.207541056,0.229099383,0.23136174,0.241917619,0.257884182,0.271552044,0.303832793,0.330114329,0.335396159,0.353465627,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.5491,0.587686755,0.637746981,0.642095256,0.67221536,0.694642909,0.745162394,0.802539898,0.805968932,0.821941771,0.86229164,0.886592586,0.925763858,0.941670164,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.05055,0.06059934,0.069277165,0.0716603,0.081019135,0.095148872,0.109992096,0.118109513,0.13495193,0.141699526,0.14640395,0.169038001,0.193582319,0.213134133,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.5298,0.550076891,0.571279855,0.58452316,0.609498241,0.610273966,0.628138349,0.679017556,0.735993301,0.774198045,0.819101531,0.858046086,0.859684174,0.88,,,,,,,,,,,,,,
,,,自动化率,,,0.3576,0.3959973,0.402679754,0.411438039,0.424552627,0.426993804,0.438736134,0.481074171,0.520883058,0.570106507,0.637165285,0.65397052,0.655360207,0.657653968,,,,,,,,,,,,,,
,,,运行43年以上配电比例,,,0.42701,0.420444721,0.414085495,0.392915374,0.392620687,0.34722392,0.316234186,0.286033821,0.282100856,0.262389058,0.237986876,0.218233965,0.200884365,0.19561115,,,,,,,,,,,,,,
,,,运行43年以上线路比例,,,0.4712,0.412889,0.383573881,0.365785642,0.339906308,0.327117333,0.313378405,0.307894283,0.3002739,0.273211714,0.246266209,0.240879136,0.215376057,0.202291962,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.4571,0.455105382,0.415221601,0.392799635,0.427865929,0.449687092,0.439753095,0.41956443,0.408274333,0.434329658,0.452571504,0.46141722,0.419679935,0.395338499,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.42414,0.426067909,0.42967012,0.393226281,0.408562106,0.397568071,0.394423669,0.428379962,0.437882208,0.413679264,0.40687236,0.389413837,0.401839678,0.373016814,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.02967,0.06,0.06759,0.076190828,0.093752813,0.112690882,0.132749858,0.146257157,0.182492367,0.224191873,0.265555273,0.327894374,0.360929732,0.39,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.09704,0.103965127,0.110590541,0.115466579,0.12499782,0.129088658,0.140342842,0.143762104,0.147356156,0.147423136,0.151175725,0.156796714,0.16168592,0.171254787,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.774283024,0.806383046,0.833331141,0.840235908,0.867476107,0.890158949,0.911465043,0.925801734,0.934244499,0.949888386,0.961033375,0.969030016,0.969263123,0.97957933,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.005323829,0.004310185,0.003538232,0.003291695,0.002726852,0.002214519,0.001718919,0.001173989,0.000989169,0.000805622,0.000552967,0.00041714,0.000344499,0.000316294,,,,,,,,,,,,,,
,,,电压合格率,,,0.452053622,0.514931824,0.55385052,0.572187157,0.612284361,0.649087349,0.696664849,0.744885707,0.759331494,0.78987441,0.832531763,0.855030609,0.88765172,0.89368813,,,,,,,,,,,,,,
,,,系统失负荷量,,,4195.940264,4139.113906,4112.095189,4099.619845,4097.03601,4070.574779,3993.057376,3962.02632,3938.07149,3956.988668,3900.147773,3918.424152,3916.867821,3907.402784,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.265399172,0.268295556,0.265816394,0.22868668,0.207925251,0.173303293,0.143819377,0.158123543,0.127250148,0.134093508,0.097310972,0.077948478,0.075332969,0.086474612,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.412665147,0.421842732,0.430394052,0.433393748,0.441220268,0.450885483,0.464062831,0.476727945,0.480266855,0.486723352,0.496834601,0.503974931,0.513633607,0.518098027,,,,,,,,,,,,,,
,,,配电重载比例,,,0.077642912,0.061565204,0.076360872,0.068729627,0.066106665,0.0491878,0.068770381,0.052279184,0.065172772,0.053189648,0.05602681,0.057327776,0.04968759,0.049877368,,,,,,,,,,,,,,
,,,网损率,,,0.137389919,0.131273898,0.118373094,0.115048131,0.112224909,0.097474833,0.09601013,0.091874912,0.087627621,0.080237044,0.077418258,0.077448167,0.072639043,0.068785374,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.465301102,0.471149063,0.473814614,0.474448682,0.47880917,0.482170821,0.484730213,0.488821906,0.490194709,0.491468409,0.493711997,0.494988337,0.495442006,0.495392367,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.728753225,0.745826619,0.757320473,0.763812766,0.777719268,0.784154335,0.794510545,0.805812806,0.808307777,0.815026844,0.820437689,0.822255108,0.822830876,0.833318005,,,,,,,,,,,,,,
15,投资,网络架构,线路联络率,,,0.1254,0.135698475,0.137700028,0.150953655,0.161086419,0.17729574,0.190149681,0.212777493,0.237991626,0.254978279,0.25695436,0.280529923,0.298133176,0.328505493,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.5728,0.599096727,0.612440245,0.643284963,0.673343915,0.678730666,0.715937447,0.751799405,0.795062043,0.796363054,0.846171943,0.850248954,0.877766102,0.946152061,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.05825,0.06341095,0.0663659,0.067746311,0.080184534,0.087802064,0.097319808,0.101854911,0.105888366,0.12168691,0.123293177,0.130666109,0.153506545,0.181843853,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.558,0.577631455,0.604412549,0.640017943,0.692033947,0.709586444,0.729519372,0.792722278,0.819746901,0.866546997,0.88,0.88,0.88,0.88,,,,,,,,,,,,,,
,,,自动化率,,,0.3425,0.374566563,0.396619169,0.40306423,0.416718031,0.442189921,0.447772569,0.454713043,0.509619643,0.520831276,0.544398891,0.562840403,0.608993316,0.664563956,,,,,,,,,,,,,,
,,,运行44年以上配电比例,,,0.4937,0.486479638,0.481918891,0.433305323,0.394362007,0.371094648,0.355786994,0.346269692,0.31545169,0.310365031,0.305709556,0.279303893,0.272775164,0.261795964,,,,,,,,,,,,,,
,,,运行44年以上线路比例,,,0.42773,0.424522025,0.406479839,0.380058649,0.371602344,0.344754075,0.321526269,0.299461529,0.268654424,0.259117192,0.234468669,0.210611482,0.193709911,0.180803988,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.4637,0.5,0.5,0.5,0.5,0.5,0.477272727,0.435446281,0.440275776,0.451762971,0.455130659,0.445945295,0.471120934,0.448849762,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.36261,0.37312569,0.38428554,0.381316061,0.371540504,0.400689545,0.419849791,0.43523156,0.441641334,0.447302373,0.441650098,0.429845995,0.45215891,0.474890171,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.009,0.06,0.060675,0.069639731,0.070388358,0.082477559,0.088374704,0.106204301,0.114302379,0.134733929,0.141874827,0.144889667,0.168180682,0.209048587,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.12536,0.129952735,0.130590684,0.134092889,0.145685829,0.150255066,0.163668746,0.170706502,0.172987761,0.182989599,0.188312933,0.204285294,0.219606691,0.232423736,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.768861441,0.800239628,0.812291298,0.851087657,0.881540507,0.897110857,0.903653745,0.918211522,0.943050012,0.947430311,0.959357583,0.956928608,0.96785192,0.971158702,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.005761535,0.005134514,0.004566258,0.003643062,0.002869456,0.002339533,0.001883601,0.00143239,0.000972148,0.000832543,0.000671119,0.000596696,0.000429913,0.000296825,,,,,,,,,,,,,,
,,,电压合格率,,,0.442247202,0.468631655,0.48579192,0.538769369,0.582946191,0.615965949,0.660874342,0.687737383,0.744239207,0.754785101,0.791488283,0.809476728,0.841746367,0.880270428,,,,,,,,,,,,,,
,,,系统失负荷量,,,4212.72284,4188.731263,4168.786829,4095.041551,4047.326254,4039.603855,4001.478572,3967.907368,3943.84361,3942.071713,3926.836997,3907.330935,3889.966086,3858.037269,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.26866637,0.285926395,0.259565211,0.22183629,0.191688435,0.18272729,0.190228064,0.186445663,0.137764381,0.120582247,0.126729094,0.085601148,0.116826181,0.073319902,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.411877423,0.414938889,0.418827146,0.429453041,0.438586656,0.444596728,0.454803831,0.462666692,0.475543684,0.478794419,0.489286271,0.493979567,0.50278668,0.515126625,,,,,,,,,,,,,,
,,,配电重载比例,,,0.134750739,0.132142524,0.129774419,0.121699263,0.112601127,0.111350106,0.108613934,0.105010689,0.099046116,0.096731123,0.092986684,0.090690426,0.089026397,0.085926692,,,,,,,,,,,,,,
,,,网损率,,,0.135424611,0.137835834,0.125041327,0.117909256,0.104513055,0.107262652,0.100948248,0.090037478,0.083253092,0.07789257,0.075395371,0.075417868,0.079008712,0.070574987,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.461721111,0.466156094,0.46949426,0.474152264,0.477299196,0.480877113,0.484174191,0.48578854,0.489900333,0.491137648,0.492915197,0.494001958,0.494739263,0.496551462,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.741156136,0.744890633,0.753656526,0.769515261,0.778361156,0.784870309,0.79162267,0.804456172,0.812365454,0.815981156,0.823364947,0.822027603,0.826442936,0.833488152,,,,,,,,,,,,,,
16,投资,网络架构,线路联络率,,,0.2637,0.291849975,0.296738462,0.325447908,0.33663518,0.366932346,0.392204812,0.438484979,0.467918284,0.488623668,0.511100357,0.552243935,0.610091487,0.614819696,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.4678,0.476815782,0.491510377,0.496112702,0.523714608,0.533808017,0.54492093,0.549577527,0.576906518,0.614248104,0.652052282,0.682758017,0.725833841,0.790894947,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.1761,0.1945905,0.219053306,0.231288998,0.241994374,0.263704726,0.299643913,0.311330026,0.349490192,0.376500791,0.393174398,0.40873287,0.446161123,0.447945768,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.5025,0.525523636,0.534457538,0.572987068,0.616013188,0.650901935,0.661020501,0.678026756,0.730481371,0.763552255,0.773200779,0.781495115,0.792293956,0.863960546,,,,,,,,,,,,,,
,,,自动化率,,,0.21,0.217665,0.224847945,0.241458587,0.264698976,0.266982005,0.27432401,0.277272993,0.277966175,0.286652618,0.306861628,0.308012359,0.318022761,0.320725954,,,,,,,,,,,,,,
,,,运行45年以上配电比例,,,0.36571,0.326533316,0.316165883,0.285063065,0.272805353,0.264893998,0.241384655,0.236949212,0.221162471,0.194816492,0.180570536,0.163867761,0.162270051,0.154541939,,,,,,,,,,,,,,
,,,运行45年以上线路比例,,,0.47419,0.433251597,0.396184516,0.389669481,0.351135499,0.320820801,0.304209413,0.290317183,0.289994609,0.266633932,0.25060627,0.246568724,0.224952866,0.212030574,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.48119,0.441338719,0.458069469,0.488593552,0.5,0.454863636,0.436875847,0.462691238,0.479516374,0.484093576,0.483477457,0.479389875,0.5,0.470590909,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.41352,0.414603029,0.427949297,0.445230298,0.459689682,0.464987058,0.471519019,0.473045843,0.493837334,0.508229164,0.513529269,0.520840947,0.544601215,0.547791022,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.01437,0.06,0.07736,0.093889253,0.113856368,0.126911898,0.12703881,0.167987653,0.193577772,0.199707735,0.237652205,0.271953339,0.338944512,0.436786495,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.10564,0.118337928,0.135070911,0.140095549,0.165284729,0.1844247,0.188998433,0.217310398,0.227089366,0.266466662,0.315496528,0.321743359,0.374123178,0.389312579,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.782639319,0.810735078,0.83265393,0.86315394,0.886534225,0.900925557,0.912357392,0.923602839,0.939558851,0.957555732,0.963038107,0.965695222,0.980257241,0.976981263,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.004437416,0.003604925,0.003067969,0.002480863,0.001934321,0.001620038,0.001294725,0.001118579,0.00083492,0.000618039,0.000495374,0.000374202,0.00027159,2.01E-04,,,,,,,,,,,,,,
,,,电压合格率,,,0,0.109786626,0.210810558,0.293447853,0.37878658,0.463152026,0.570275246,0.622772801,0.715240202,0.796643203,0.837825125,0.872585203,0.922289797,0.932548742,,,,,,,,,,,,,,
,,,系统失负荷量,,,4099.125172,4081.728027,4081.018498,4041.866468,4040.835426,4019.271879,3960.042092,3966.805127,3938.74081,3949.543636,3906.582503,3903.039671,3931.448915,3930.723181,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.258140855,0.233523712,0.19259726,0.202086271,0.176535137,0.163930305,0.139053262,0.139475903,0.145845251,0.126599868,0.092216468,0.084745602,0.078370938,0.05121753,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.425030461,0.434829919,0.445939872,0.453930644,0.46467993,0.474251058,0.488948507,0.495279264,0.50935546,0.521055369,0.527563086,0.53377609,0.54088416,0.542822387,,,,,,,,,,,,,,
,,,配电重载比例,,,0.13643491,0.13183464,0.129088381,0.125868058,0.122043018,0.120306038,0.116595394,0.118021962,0.113912516,0.109488838,0.107229986,0.106840148,0.108541062,0.103539841,,,,,,,,,,,,,,
,,,网损率,,,0.124711631,0.108005628,0.105574023,0.100160278,0.094241273,0.09375261,0.089435412,0.080934015,0.081984038,0.076220839,0.078070658,0.069132245,0.068605299,0.065819972,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.464741644,0.468185667,0.473329988,0.47729119,0.481070039,0.482770152,0.484428413,0.486016205,0.489011894,0.492062091,0.493233022,0.494012031,0.495792582,0.496482883,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.719001487,0.731687136,0.737512244,0.757722266,0.773609529,0.778607117,0.788611186,0.792355559,0.810376414,0.817388423,0.818818462,0.824990092,0.835308295,0.837844224,,,,,,,,,,,,,,
17,投资,网络架构,线路联络率,,,0.2103,0.21713475,0.224137346,0.225902427,0.233074829,0.246564035,0.257998442,0.267737883,0.287583954,0.320835849,0.351956926,0.38468892,0.414213795,0.418304156,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.4717,0.500259291,0.526090862,0.530921332,0.541105369,0.586705794,0.603933609,0.641981427,0.671104039,0.725158419,0.762866656,0.780551293,0.840369905,0.888347387,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.24435,0.261978107,0.26852756,0.270177086,0.293142139,0.30394652,0.332343809,0.351334884,0.396305749,0.415554886,0.458238309,0.491624243,0.552374953,0.570524416,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.502,0.520117636,0.544468598,0.558575285,0.558879962,0.56375746,0.608755556,0.617222792,0.630128359,0.638778303,0.664213294,0.708051371,0.760833383,0.789814218,,,,,,,,,,,,,,
,,,自动化率,,,0.2564,0.28348225,0.318598614,0.323536892,0.328187735,0.347222624,0.353950062,0.375541016,0.410794929,0.44555845,0.463937736,0.507373906,0.556525753,0.56974324,,,,,,,,,,,,,,
,,,运行46年以上配电比例,,,0.34726,0.30472065,0.298016796,0.279353494,0.251034033,0.240804397,0.23496489,0.232938318,0.20981919,0.186450577,0.174028308,0.172266271,0.156223975,0.144018977,,,,,,,,,,,,,,
,,,运行46年以上线路比例,,,0.43786,0.396068696,0.39003965,0.385012472,0.360799466,0.360278311,0.324650789,0.314730904,0.301092565,0.291959423,0.267856551,0.267082743,0.238534566,0.227323441,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.42487,0.460443206,0.476600577,0.5,0.5,0.5,0.5,0.5,0.5,0.470545455,0.463230612,0.46702068,0.48056428,0.441725949,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.45016,0.47159619,0.488483825,0.501417016,0.512686961,0.530728659,0.539296136,0.549568443,0.5719699,0.580467738,0.58928532,0.60115521,0.60195675,0.626092349,,,,,,,,,,,,,,
,,能源因素,分布式光伏装机容量,,,0.01404,0.06,0.07128,0.0719928,0.072328766,0.079031232,0.09428426,0.116346777,0.12344393,0.130521382,0.166371255,0.175854417,0.198832727,0.251059457,,,,,,,,,,,,,,
,,,分布式风机装机容量,,,0.12382,0.144299828,0.16776298,0.183297832,0.208629592,0.229868085,0.273864836,0.319928902,0.380651407,0.399227196,0.417431956,0.451911836,0.49,0.49,,,,,,,,,,,,,,
,效益,供电质量,供电可靠性,,,0.787489451,0.837437303,0.853038404,0.871516538,0.879745668,0.897180374,0.914391891,0.925279107,0.934420324,0.940802773,0.959837553,0.962083314,0.979978693,0.978983315,,,,,,,,,,,,,,
,,,系统平均停电频率,,,0.003801476,0.002939047,0.002507248,0.002324001,0.001983334,0.001614918,0.001302848,0.001066534,0.000787767,0.000585151,0.000394587,0.000336875,0.000170945,1.30E-04,,,,,,,,,,,,,,
,,,电压合格率,,,0.57425657,0.65037246,0.675935474,0.685484299,0.72988408,0.766062587,0.808392321,0.836207523,0.883066203,0.919729058,0.948397767,0.962828657,0.983324331,0.986672362,,,,,,,,,,,,,,
,,,系统失负荷量,,,4048.334509,3994.336406,3953.014771,3942.247439,3928.903435,3902.956682,3910.366901,3878.760565,3882.880635,3879.207787,3835.314375,3844.582138,3821.133415,3814.868304,,,,,,,,,,,,,,
,,运行水平,线路重载比例,,,0.237458445,0.238878801,0.231414811,0.200990306,0.227155361,0.184266865,0.17803506,0.181605494,0.146907025,0.143050405,0.106471018,0.111686187,0.084031942,0.062891538,,,,,,,,,,,,,,
,,,线路平均负载率,,,0.442782461,0.457801631,0.463590004,0.467742345,0.479988502,0.488928085,0.500055625,0.509487422,0.522915579,0.530979091,0.539141447,0.542094778,0.547712083,0.548768508,,,,,,,,,,,,,,
,,,配电重载比例,,,0.130341095,0.124773296,0.12231085,0.120907233,0.117854173,0.114964091,0.111658671,0.10939502,0.105422218,0.10101064,0.096659356,0.094767815,0.087326026,0.085029088,,,,,,,,,,,,,,
,,,网损率,,,0.12039382,0.113094742,0.109744424,0.111932176,0.10475777,0.101259951,0.094981113,0.094795292,0.088708576,0.077458941,0.079177598,0.071551188,0.069548106,0.070093543,,,,,,,,,,,,,,
,,,配电平均负载率,,,0.469177914,0.476805729,0.479720442,0.482067127,0.484365567,0.486961428,0.488871792,0.490642032,0.492727966,0.494398105,0.495600192,0.496349613,0.497733073,0.498618442,,,,,,,,,,,,,,
,,主动能力,清洁能源消纳率,,,0.732551942,0.74812438,0.757298183,0.755800749,0.761626058,0.776306413,0.788953296,0.792460843,0.799584519,0.80900975,0.818014361,0.828474285,0.836109535,0.838796295,,,,,,,,,,,,,,
18,投资,网络架构,线路联络率,,,0.2506,0.27020945,0.295980676,0.322544942,0.340325232,0.38184491,0.402369074,0.447736187,0.485513928,0.52053162,0.547208866,0.573611693,0.630542654,0.66703531,,,,,,,,,,,,,,
,,,无功补偿比例,,,0.475,0.491668182,0.50977051,0.540125027,0.585839245,0.632919417,0.662724168,0.707608669,0.753152936,0.787797971,0.832201129,0.853233121,0.920638538,0.939720864,,,,,,,,,,,,,,
,,装备水平,电缆化率,,,0.28155,0.312560721,0.354979676,0.404879677,0.429461657,0.451241498,0.501780546,0.556474626,0.632632153,0.695895368,0.741725049,0.779764948,0.8,0.8,,,,,,,,,,,,,,
,,,架空线路绝缘化率,,,0.5579,0.561500991,0.565686726,0.569646533,0.596160989,0.606620905,0.659341776,0.688232934,0.695615797,0.696437888,0.728030843,0.765756078,0.831680715,0.847255826,,,,,,,,,,,,,,
,,,自动化率,,,0.2387,0.262241788,0.283221131,0.294408365,0.298640485,0.31364717,0.352461007,0.380349484,0.395753638,0.439682292,0.477440009,0.50942849,0.534517843,0.601265758,,,,,,,,,,,,,,
,,,运行47年以上配电比例,,,0.36436,0.325054665,0.297425018,0.278501352,0.258832194,0.235019632,0.206641011,0.194733323,0.194222148,0.191333094,0.17827461,0.170140831,0.150851114,0.146872416,,,,,,,,,,,,,,
,,,运行47年以上线路比例,,,0.44297,0.433766068,0.409812542,0.39005047,0.366214053,0.332318907,0.326964881,0.318463794,0.299285196,0.298420595,0.293049024,0.273512422,0.264061049,0.254730892,,,,,,,,,,,,,,
,环境,负荷与自然因素,年平均日照小时数,,,0.39033,0.39,0.39,0.410599091,0.419370981,0.39,0.420313636,0.418173858,0.397303181,0.392427187,0.402380568,0.420743754,0.416306819,0.39,,,,,,,,,,,,,,
,,,年最大负荷利用小时数,,,0.41952,0.422616457,0.42815072,0.439975835,0.443034715,0.463182246,0.483496096,0.490978774,0.492007491,0.515225559,0.529283856,0.538987394,0.549536147,0.555083845,,,,,,,,,,,,,,
